area;ciudad;conglomerado;panelm;vivienda;hogar;s101p11;s101p12a;s101p12b;s101p12c;s101p12d;s101p12e;s101p2a;s101p2b;s101p2c;s101p2d;s101p2e;s101p2f;s101p5a;s101p5b;s101p5c;s101p5d;s101p5e;s101p5f;s101p5g;s101p51a;s101p52a;s101p51b;s101p52b;s101p51c;s101p52c;s101p51d;s101p52d;s101p51e;s101p52e;s101p51f;s101p52f;s101p51g;s101p52g;s101p51h;s101p52h;s101p51i;s101p52i;s101p51j;s101p52j;s101p51k;s101p52k;s101p51l;s101p52l;s101p61;s101p62;s101p63;s101p64;s101p65;s101p66;s101p67;s101p68;s91p91;s91p92;s91p93;s91p94;s91p95;s91p96;s91p10;s91p111;s91p112;s91p113;s91p114;s91p115;s91p121;s91p122;s91p123;s91p124;s91p125;s91p126;s91p131;s91p132;s91p133;fexp
1;090650;005305;052;02;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;3;3;3;3;2;2;4;4;5;529.31
1;090650;005305;052;03;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;3;3;2;3;2;3;2;4;4;529.31
1;090650;005305;052;04;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;3;4;4;4;4;3;2;1;4;529.31
1;090650;005305;052;05;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;3;3;3;4;3;3;2;3;3;529.31
1;090650;005305;052;07;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;4;4;4;3;3;2;4;3;3;529.31
1;090650;005305;052;08;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;3;3;2;2;2;2;2;3;4;529.31
1;090650;005307;068;01;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;4;3;3;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;3;4;4;3;3;1;2;2;99;348.78
1;090650;005307;068;02;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;4;3;3;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;2;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;4;4;4;4;4;2;3;2;5;348.78
1;090650;005307;068;03;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;4;3;3;3;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;4;4;4;4;4;2;3;3;5;348.78
1;090650;005307;068;04;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;4;3;3;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;3;3;4;3;3;1;2;2;4;348.78
1;090650;005307;068;05;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;4;3;3;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;2;1;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;3;3;3;3;2;3;3;5;348.78
1;090650;005307;068;06;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;4;3;3;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;2;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;3;3;3;3;3;2;2;2;4;348.78
1;090650;005307;068;07;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;4;3;3;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;3;3;3;3;3;3;2;2;4;348.78
2;090654;000204;052;01;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;1;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;3;3;3;2;3;3;2;2;2;453.32
2;090654;000204;052;02;1;2;2;1;2;2;2;3;3;2;3;3;3;3;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;4;2;2;2;2;2;2;3;453.32
2;090654;000204;052;04;1;1;2;1;2;2;2;5;3;2;3;3;3;6;3;5;6;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;5;2;7;#NULO!;7;#NULO!;1;2;1;2;1;2;1;2;1;2;1;2;1;1;4;2;2;2;2;2;5;3;5;5;5;1;1;5;5;453.32
2;090654;000204;052;05;1;2;2;1;2;2;2;3;3;2;3;3;3;3;3;2;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;2;1;1;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;4;4;4;4;4;4;3;2;2;453.32
2;090654;000204;052;06;1;2;2;1;2;2;2;3;3;2;3;3;3;3;3;4;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;1;2;2;2;2;2;1;2;2;1;4;2;2;2;2;2;4;3;3;3;2;4;2;3;3;453.32
2;090654;000204;052;07;1;2;2;1;2;2;2;3;3;2;3;3;3;3;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;2;1;1;1;2;2;2;2;1;2;2;1;2;3;2;2;2;2;2;4;3;4;4;4;2;4;4;4;453.32
2;090656;901102;052;06;1;2;2;2;2;2;2;4;4;4;4;4;4;4;4;4;4;4;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;2;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;3;2;2;3;3;3;2;4;3;4,378.01
2;090656;901102;052;07;1;1;1;1;2;2;2;5;2;2;4;4;4;4;4;2;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;1;1;1;2;2;2;2;2;1;2;2;2;2;3;2;2;2;2;2;5;5;5;4;4;3;5;4;4;4,378.01
1;090750;029903;068;01;1;2;2;1;2;2;2;3;3;2;3;3;3;3;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;2;2;2;2;2;2;1;2;1;1;1;4;2;2;2;2;2;4;4;4;4;4;4;3;3;3;2,917.22
1;090750;029903;068;02;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;1;1;1;2;2;2;2;2;1;2;1;1;1;4;2;2;2;2;2;4;5;5;5;5;3;3;3;3;2,917.22
1;090750;029903;068;03;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;2;2;2;1;1;1;1;1;4;2;2;2;2;2;4;4;4;4;4;3;3;3;3;2,917.22
1;090750;029903;068;05;1;2;1;1;2;2;2;3;2;2;3;3;3;3;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;2;2;2;2;2;2;1;2;2;1;2;4;2;2;2;2;2;4;4;4;4;4;3;3;3;3;2,917.22
1;090750;029903;068;06;1;2;1;1;2;2;2;3;2;2;3;3;3;3;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;2;2;2;2;2;2;1;1;1;1;1;4;2;2;2;2;2;4;5;5;3;5;5;3;3;3;2,917.22
1;090750;029903;068;07;1;2;1;1;2;2;2;3;2;2;3;3;3;3;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;2;2;2;2;2;2;1;1;1;2;2;4;2;2;2;2;2;3;3;3;3;3;3;4;3;3;2,917.22
1;090750;029903;068;08;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;1;1;2;2;2;2;2;2;1;1;1;1;1;3;2;2;2;2;2;5;5;5;5;5;3;5;3;3;2,917.22
1;090750;032808;052;02;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;1;1;1;2;2;2;2;2;1;1;1;1;1;3;2;2;2;2;2;4;4;4;4;4;4;3;3;3;1,869.34
1;090750;032808;052;03;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;2;2;2;1;1;1;1;1;3;2;2;2;2;2;5;5;5;5;5;2;3;3;2;1,869.34
1;090750;032808;052;04;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;1;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;2;2;2;1;1;1;1;1;4;2;2;2;2;2;5;5;5;5;5;3;3;3;3;1,869.34
1;090750;039601;074;02;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;3;4;4;4;3;3;3;1;3;639.77
1;090750;039601;074;03;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;4;3;3;3;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;2;2;2;2;1;2;2;2;2;1;3;2;2;2;2;2;4;4;4;4;4;3;3;3;5;639.77
1;090750;039601;074;04;1;2;2;1;2;2;2;3;3;2;3;3;3;3;3;4;3;3;3;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;2;2;2;2;2;4;4;5;4;4;1;3;3;5;639.77
1;090750;039601;074;05;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;4;3;3;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;2;1;2;2;2;2;2;1;2;2;2;2;1;4;2;2;2;2;2;4;4;4;3;3;2;2;2;2;639.77
1;090750;039601;074;06;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;1;2;2;2;2;2;2;2;5;2;2;2;2;2;3;4;4;4;4;3;2;3;3;639.77
1;090750;039601;074;07;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;4;3;3;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;2;2;2;2;2;2;2;1;2;2;1;2;1;5;2;2;2;2;2;4;4;4;4;4;2;3;2;5;639.77
1;090750;039601;074;08;1;1;2;1;2;2;2;5;3;2;3;3;3;3;3;4;3;3;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;2;1;1;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;3;3;3;3;3;2;2;2;4;639.77
1;090850;002103;074;01;1;2;2;1;2;2;2;3;3;2;3;3;3;3;3;3;3;3;3;3;7;#NULO!;7;#NULO!;2;10;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;1;2;2;2;2;1;1;2;1;1;4;2;2;2;2;2;5;5;4;5;5;1;3;3;3;2,034.33
1;090850;002103;074;02;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;1;2;2;2;1;1;1;1;1;1;3;2;2;2;2;2;3;3;3;3;3;3;3;3;3;2,034.33
1;090850;002103;074;04;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;1;1;1;1;2;2;2;2;1;1;1;1;1;4;2;2;2;2;2;4;4;4;4;4;3;1;5;4;2,034.33
1;090850;002103;074;05;1;2;2;1;2;2;2;3;3;2;3;3;3;3;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;1;2;2;2;1;1;1;1;1;1;4;2;2;2;2;2;4;4;5;4;4;1;4;4;4;2,034.33
1;090850;002103;074;08;1;2;2;1;2;2;2;3;3;2;3;3;3;3;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;2;2;2;2;2;2;1;1;2;2;3;2;2;2;2;2;4;4;3;3;3;3;4;4;4;2,034.33
1;090850;002406;068;02;1;2;2;1;2;2;2;3;3;2;3;3;3;3;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;5;4;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;3;3;4;4;3;3;2;4;2,404.00
1;090850;002406;068;05;1;2;2;1;2;2;2;3;3;2;3;3;3;3;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;5;4;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;1;2;2;2;2;1;2;2;1;2;3;2;2;2;2;2;4;4;4;4;4;2;1;3;4;2,404.00
1;090850;002406;068;06;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;5;4;4;4;4;2;1;4;4;2,404.00
2;090851;900501;068;02;1;1;2;2;2;2;2;5;4;4;4;4;4;8;4;5;8;4;8;6;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;4;3;4;5;5;2;2;5;2;9,719.99
2;090851;900501;068;03;1;1;2;2;2;2;2;5;4;4;4;4;4;8;4;5;6;4;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;4;2;4;5;5;1;1;4;1;9,719.99
2;090851;900501;068;07;1;1;2;1;2;2;2;5;4;2;4;4;4;8;4;5;6;4;8;6;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;2;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;5;2;4;5;5;2;2;5;2;9,719.99
2;090950;902801;052;01;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;5;4;3;2;2;2;3;4;1,207.07
2;090950;902801;052;03;1;1;1;1;2;2;2;5;2;2;3;3;3;3;3;5;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;2;2;2;1;2;2;2;2;3;2;2;2;2;2;1;5;5;4;4;3;3;3;3;1,207.07
2;090950;902801;052;04;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;3;3;3;3;2;4;3;3;4;1,207.07
2;090950;902801;052;06;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;3;4;3;3;3;3;2;3;3;1,207.07
1;091050;015901;052;01;1;2;1;1;1;2;1;7;3;3;3;7;3;8;3;8;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;3;3;2;1;1;1;2;2;4;2;2;2;2;2;4;4;4;4;3;4;4;3;3;5,275.77
1;091050;015901;052;02;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;2;2;2;2;1;2;2;2;2;1;3;2;2;2;2;2;3;4;4;3;3;3;2;2;3;5,275.77
1;091050;015901;052;03;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;3;2;3;4;3;2;4;4;5,275.77
1;091050;015901;052;04;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;2;2;2;2;2;2;1;1;2;1;2;4;2;2;2;2;2;4;4;4;4;4;3;4;3;3;5,275.77
1;091050;015901;052;05;1;2;2;2;2;2;2;3;3;3;3;7;7;3;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;3;3;3;4;3;3;3;4;3;5,275.77
1;091050;015901;052;06;1;2;2;2;2;2;2;3;3;3;3;3;7;3;3;3;3;3;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;2;2;1;2;2;2;2;1;3;2;2;2;2;2;2;3;4;3;3;3;3;3;3;5,275.77
2;091054;901602;074;01;1;1;1;1;1;2;1;5;4;4;4;3;4;8;3;5;8;4;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;1;1;1;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;3;3;3;3;3;3;3;3;3;2,931.13
2;091054;901602;074;02;1;2;1;1;2;2;2;3;2;2;3;3;3;3;3;3;3;3;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;4;4;4;3;3;4;4;3;4;2,931.13
2;091054;901602;074;03;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;2;1;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;4;2;3;2;3;3;2;4;1;2,931.13
2;091054;901602;074;05;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;4;3;3;8;3;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;1;1;1;1;1;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;4;4;5;3;3;2;2;3;4;2,931.13
2;091054;901602;074;06;1;2;2;1;2;1;1;3;3;3;3;3;3;3;3;3;3;3;8;8;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;7;#NULO!;2;2;1;1;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;3;4;4;4;3;3;3;4;3;2,931.13
